Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Phagosome	8/152	6.273745e-01	9.999955e-01	0	0	9.316125e-01	4.343285e-01	MRC2;MARCO;SFTPA2;MRC1;OLR1;SFTPA1;THBS1;RILP
KEGG_2021_Human	Dilated cardiomyopathy	5/96	6.337221e-01	9.999955e-01	0	0	9.215071e-01	4.203405e-01	RYR2;CACNG8;ITGA10;ITGB6;SLC8A1
KEGG_2021_Human	Oxytocin signaling pathway	8/154	6.419945e-01	9.999955e-01	0	0	9.187525e-01	4.071686e-01	RYR2;OXTR;CACNG8;NPR2;CAMK4;NFATC3;PPP1R12C;MYLK3
KEGG_2021_Human	Other glycan degradation	1/18	6.474439e-01	9.999955e-01	0	0	9.869165e-01	4.290354e-01	ENGASE
KEGG_2021_Human	Glycerophospholipid metabolism	5/98	6.518100e-01	9.999955e-01	0	0	9.015937e-01	3.858840e-01	GPAM;PLD4;PLA2G6;PLD1;DGKZ
KEGG_2021_Human	VEGF signaling pathway	3/59	6.523188e-01	9.999955e-01	0	0	8.985390e-01	3.838755e-01	MAPKAPK3;PIK3R3;PIK3R2
KEGG_2021_Human	Estrogen signaling pathway	7/137	6.566965e-01	9.999955e-01	0	0	9.028141e-01	3.796634e-01	KRT33A;GABBR1;CREB3L4;NCOA3;BCL2;PIK3R3;PIK3R2
KEGG_2021_Human	Growth hormone synthesis, secretion and action	6/119	6.659964e-01	9.999955e-01	0	0	8.902702e-01	3.618691e-01	ADCY10;CREB3L4;EP300;PIK3R3;PIK3R2;JAK2
KEGG_2021_Human	Glycosaminoglycan degradation	1/19	6.672930e-01	9.999955e-01	0	0	9.320384e-01	3.770338e-01	ARSB
KEGG_2021_Human	Steroid hormone biosynthesis	3/61	6.745451e-01	9.999955e-01	0	0	8.674627e-01	3.415346e-01	CYP11A1;CYP1A1;CYP1B1
KEGG_2021_Human	Melanogenesis	5/101	6.778543e-01	9.999955e-01	0	0	8.732794e-01	3.395511e-01	KITLG;CREB3L4;WNT7B;FZD6;EP300
KEGG_2021_Human	Bladder cancer	2/41	6.795540e-01	9.999955e-01	0	0	8.601502e-01	3.322920e-01	ERBB2;THBS1
KEGG_2021_Human	Homologous recombination	2/41	6.795540e-01	9.999955e-01	0	0	8.601502e-01	3.322920e-01	UIMC1;ATM
KEGG_2021_Human	Chagas disease	5/102	6.862406e-01	9.999955e-01	0	0	8.642305e-01	3.254061e-01	ACE;IFNGR2;SERPINE1;PIK3R3;PIK3R2
KEGG_2021_Human	Graft-versus-host disease	2/42	6.923676e-01	9.999955e-01	0	0	8.386020e-01	3.083021e-01	CD80;KIR2DL1
KEGG_2021_Human	Tryptophan metabolism	2/42	6.923676e-01	9.999955e-01	0	0	8.386020e-01	3.083021e-01	CYP1A1;CYP1B1
KEGG_2021_Human	Human T-cell leukemia virus 1 infection	11/219	6.932127e-01	9.999955e-01	0	0	8.861734e-01	3.247103e-01	CDC20;IL15RA;NRP1;CRTC2;CREB3L4;NFATC3;PIK3R3;TSPO;EP300;PIK3R2;ATM
KEGG_2021_Human	Pantothenate and CoA biosynthesis	1/21	7.037041e-01	9.999955e-01	0	0	8.387456e-01	2.947329e-01	DPYS
KEGG_2021_Human	Cortisol synthesis and secretion	3/65	7.158074e-01	9.999955e-01	0	0	8.113248e-01	2.712617e-01	CREB3L4;CYP11A1;CACNA1H
KEGG_2021_Human	Inflammatory bowel disease	3/65	7.158074e-01	9.999955e-01	0	0	8.113248e-01	2.712617e-01	IL23R;IFNGR2;GATA3
KEGG_2021_Human	Insulin secretion	4/86	7.199507e-01	9.999955e-01	0	0	8.177803e-01	2.687002e-01	RYR2;KCNU1;CREB3L4;ABCC8
KEGG_2021_Human	Histidine metabolism	1/22	7.203882e-01	9.999955e-01	0	0	7.987629e-01	2.619663e-01	HDC
KEGG_2021_Human	Cardiac muscle contraction	4/87	7.283507e-01	9.999955e-01	0	0	8.078845e-01	2.560772e-01	RYR2;CACNG8;SLC8A1;SLC9A1
KEGG_2021_Human	Lysosome	6/128	7.326114e-01	9.999955e-01	0	0	8.241990e-01	2.564412e-01	GNPTAB;ENTPD4;LAMP3;CTSW;ARSB;SUMF1
KEGG_2021_Human	Cell adhesion molecules	7/148	7.331968e-01	9.999955e-01	0	0	8.318933e-01	2.581707e-01	NTNG2;MAG;CD80;NRXN2;NRCAM;CD22;NECTIN1
KEGG_2021_Human	Hepatocellular carcinoma	8/168	7.346545e-01	9.999955e-01	0	0	8.377350e-01	2.583197e-01	APC2;PHF10;WNT7B;DPF1;FZD6;PIK3R3;PIK3R2;IGF1R
KEGG_2021_Human	Proximal tubule bicarbonate reclamation	1/23	7.361336e-01	9.999955e-01	0	0	7.624151e-01	2.335610e-01	GLS2
KEGG_2021_Human	Renin-angiotensin system	1/23	7.361336e-01	9.999955e-01	0	0	7.624151e-01	2.335610e-01	ACE
KEGG_2021_Human	Gastric cancer	7/149	7.395237e-01	9.999955e-01	0	0	8.259908e-01	2.492419e-01	APC2;WNT7B;FZD6;ERBB2;BCL2;PIK3R3;PIK3R2
KEGG_2021_Human	Mitophagy	3/68	7.440087e-01	9.999955e-01	0	0	7.737557e-01	2.288015e-01	PRKN;EIF2AK3;AMBRA1
KEGG_2021_Human	Carbohydrate digestion and absorption	2/47	7.501988e-01	9.999955e-01	0	0	7.452261e-01	2.141906e-01	PIK3R3;PIK3R2
KEGG_2021_Human	Herpes simplex virus 1 infection	25/498	7.508788e-01	9.999955e-01	0	0	8.842014e-01	2.533335e-01	ZNF133;ZNF430;PIK3R3;PIK3R2;ZNF7;JAK2;ZNF764;IKBKE;ZNF565;ZIK1;ZNF682;DAXX;ZNF19;APAF1;ZNF282;IFNGR2;CARD9;EIF2AK3;BST2;ZNF74;TRAF5;BCL2;ZNF778;ZNF235;NECTIN1
KEGG_2021_Human	Vitamin digestion and absorption	1/24	7.509931e-01	9.999955e-01	0	0	7.292279e-01	2.088208e-01	FOLH1
KEGG_2021_Human	FoxO signaling pathway	6/131	7.525938e-01	9.999955e-01	0	0	8.042895e-01	2.286029e-01	PDPK1;EP300;PIK3R3;PIK3R2;ATM;IGF1R
KEGG_2021_Human	Morphine addiction	4/91	7.600644e-01	9.999955e-01	0	0	7.705764e-01	2.114093e-01	GABBR1;PDE2A;PDE4B;PDE4A
KEGG_2021_Human	Intestinal immune network for IgA production	2/48	7.605755e-01	9.999955e-01	0	0	7.289868e-01	1.995091e-01	IL15RA;CD80
KEGG_2021_Human	TNF signaling pathway	5/112	7.618716e-01	9.999955e-01	0	0	7.830441e-01	2.129702e-01	CREB3L4;TRAF5;DAB2IP;PIK3R3;PIK3R2
KEGG_2021_Human	alpha-Linolenic acid metabolism	1/25	7.650165e-01	9.999955e-01	0	0	6.988063e-01	1.871808e-01	PLA2G6
KEGG_2021_Human	Vascular smooth muscle contraction	6/133	7.652982e-01	9.999955e-01	0	0	7.915391e-01	2.117285e-01	KCNU1;NPR2;PRKCQ;PLA2G6;PPP1R12C;MYLK3
KEGG_2021_Human	Glutamatergic synapse	5/114	7.752133e-01	9.999955e-01	0	0	7.685944e-01	1.956972e-01	GLS2;GRM8;PLD1;GLUL;GRIN1
KEGG_2021_Human	Melanoma	3/72	7.780832e-01	9.999955e-01	0	0	7.287453e-01	1.828581e-01	PIK3R3;PIK3R2;IGF1R
KEGG_2021_Human	Cholesterol metabolism	2/50	7.802110e-01	9.999955e-01	0	0	6.985381e-01	1.733708e-01	PCSK9;TSPO
KEGG_2021_Human	Cysteine and methionine metabolism	2/50	7.802110e-01	9.999955e-01	0	0	6.985381e-01	1.733708e-01	AGXT2;CTH
KEGG_2021_Human	Biosynthesis of unsaturated fatty acids	1/27	7.907403e-01	9.999955e-01	0	0	6.449836e-01	1.514329e-01	FADS1
KEGG_2021_Human	Chemical carcinogenesis	11/239	7.937211e-01	9.999955e-01	0	0	8.075727e-01	1.865680e-01	AR;CYP2C8;CREB3L4;CYP1A1;BCL2;CYP1B1;PIK3R3;PIK3R2;JAK2;IKBKE;CYP2C18
KEGG_2021_Human	Necroptosis	7/159	7.970048e-01	9.999955e-01	0	0	7.712374e-01	1.749896e-01	IFNGR2;ALOX15;TRAF5;BCL2;TNFRSF10B;JAK2;GLUL
KEGG_2021_Human	Measles	6/139	8.004956e-01	9.999955e-01	0	0	7.555887e-01	1.681368e-01	APAF1;EIF2AK3;BCL2;PIK3R3;PIK3R2;IKBKE
KEGG_2021_Human	Thyroid hormone synthesis	3/75	8.011162e-01	9.999955e-01	0	0	6.982695e-01	1.548407e-01	CREB3L4;SERPINA7;ASGR1
KEGG_2021_Human	Circadian entrainment	4/97	8.021409e-01	9.999955e-01	0	0	7.206315e-01	1.588784e-01	ADCY10;RYR2;CACNA1H;GRIN1
KEGG_2021_Human	NOD-like receptor signaling pathway	8/181	8.047005e-01	9.999955e-01	0	0	7.742456e-01	1.682320e-01	PSTPIP1;ATG16L1;NEK7;TRAF5;CARD9;BCL2;CARD16;IKBKE
KEGG_2021_Human	Endocrine and other factor-regulated calcium reabsorption	2/53	8.070127e-01	9.999955e-01	0	0	6.573429e-01	1.409448e-01	KL;SLC8A1
KEGG_2021_Human	Epstein-Barr virus infection	9/202	8.077399e-01	9.999955e-01	0	0	7.806284e-01	1.666760e-01	APAF1;NEDD4;TRAF5;BTK;BCL2;PIK3R3;PIK3R2;NFKBIE;IKBKE
KEGG_2021_Human	Metabolism of xenobiotics by cytochrome P450	3/76	8.083348e-01	9.999955e-01	0	0	6.886675e-01	1.465340e-01	AKR7A3;CYP1A1;CYP1B1
KEGG_2021_Human	Hematopoietic cell lineage	4/99	8.147653e-01	9.999955e-01	0	0	7.053852e-01	1.445018e-01	KITLG;CD5;MS4A1;CD22
KEGG_2021_Human	Progesterone-mediated oocyte maturation	4/100	8.208255e-01	9.999955e-01	0	0	6.980003e-01	1.378165e-01	PIK3R3;PIK3R2;BUB1;IGF1R
KEGG_2021_Human	Antigen processing and presentation	3/78	8.221091e-01	9.999955e-01	0	0	6.702317e-01	1.312865e-01	CIITA;RFX5;KIR2DL1
KEGG_2021_Human	Regulation of lipolysis in adipocytes	2/55	8.232251e-01	9.999955e-01	0	0	6.324703e-01	1.230316e-01	PIK3R3;PIK3R2
KEGG_2021_Human	Ascorbate and aldarate metabolism	1/30	8.241476e-01	9.999955e-01	0	0	5.781691e-01	1.118211e-01	KL
KEGG_2021_Human	beta-Alanine metabolism	1/30	8.241476e-01	9.999955e-01	0	0	5.781691e-01	1.118211e-01	DPYS
KEGG_2021_Human	Hedgehog signaling pathway	2/56	8.308637e-01	9.999955e-01	0	0	6.207249e-01	1.150138e-01	PTCH1;BCL2
KEGG_2021_Human	Pancreatic secretion	4/102	8.324551e-01	9.999955e-01	0	0	6.836826e-01	1.253710e-01	RYR2;PRSS1;SLC26A3;SLC9A1
KEGG_2021_Human	Platelet activation	5/124	8.334298e-01	9.999955e-01	0	0	7.036315e-01	1.282057e-01	BTK;PIK3R3;PIK3R2;RASGRP1;MYLK3
KEGG_2021_Human	Circadian rhythm	1/31	8.340541e-01	9.999955e-01	0	0	5.588671e-01	1.014104e-01	CRY2
KEGG_2021_Human	Galactose metabolism	1/31	8.340541e-01	9.999955e-01	0	0	5.588671e-01	1.014104e-01	GANC
KEGG_2021_Human	RNA polymerase	1/31	8.340541e-01	9.999955e-01	0	0	5.588671e-01	1.014104e-01	POLR2G
KEGG_2021_Human	Toll-like receptor signaling pathway	4/104	8.434485e-01	9.999955e-01	0	0	6.699376e-01	1.140612e-01	CD80;PIK3R3;PIK3R2;IKBKE
KEGG_2021_Human	Peroxisome	3/82	8.471337e-01	9.999955e-01	0	0	6.361606e-01	1.055370e-01	PECR;PEX1;HAO2
KEGG_2021_Human	Human immunodeficiency virus 1 infection	9/212	8.489499e-01	9.999955e-01	0	0	7.417766e-01	1.214697e-01	DCAF1;BST2;TRAF5;NFATC3;BCL2;PIK3R3;PAK6;PIK3R2;ATM
KEGG_2021_Human	Fructose and mannose metabolism	1/33	8.522256e-01	9.999955e-01	0	0	5.238823e-01	8.377090e-02	PFKFB4
KEGG_2021_Human	Mineral absorption	2/60	8.585212e-01	9.999955e-01	0	0	5.777935e-01	8.813887e-02	SLC26A3;SLC8A1
KEGG_2021_Human	Glycerolipid metabolism	2/61	8.647577e-01	9.999955e-01	0	0	5.679702e-01	8.252946e-02	GPAM;DGKZ
KEGG_2021_Human	Natural killer cell mediated cytotoxicity	5/131	8.663739e-01	9.999955e-01	0	0	6.642928e-01	9.528532e-02	IFNGR2;PIK3R3;TNFRSF10B;PIK3R2;KIR2DL1
KEGG_2021_Human	Cushing syndrome	6/155	8.743993e-01	9.999955e-01	0	0	6.738759e-01	9.044635e-02	APC2;CREB3L4;CYP11A1;WNT7B;FZD6;CACNA1H
KEGG_2021_Human	Tyrosine metabolism	1/36	8.758236e-01	9.999955e-01	0	0	4.789019e-01	6.349785e-02	TH
KEGG_2021_Human	Cellular senescence	6/156	8.781410e-01	9.999955e-01	0	0	6.693476e-01	8.698044e-02	RBL1;SERPINE1;NFATC3;PIK3R3;PIK3R2;ATM
KEGG_2021_Human	African trypanosomiasis	1/37	8.828211e-01	9.999955e-01	0	0	4.655743e-01	5.802581e-02	LAMA4
KEGG_2021_Human	GABAergic synapse	3/89	8.836043e-01	9.999955e-01	0	0	5.841624e-01	7.228770e-02	GABBR1;GLS2;GLUL
KEGG_2021_Human	Serotonergic synapse	4/113	8.856621e-01	9.999955e-01	0	0	6.143270e-01	7.459144e-02	CYP2C8;ALOX15;CYP2C18;RAPGEF3
KEGG_2021_Human	Allograft rejection	1/38	8.894245e-01	9.999955e-01	0	0	4.529672e-01	5.307900e-02	CD80
KEGG_2021_Human	Leukocyte transendothelial migration	4/114	8.896784e-01	9.999955e-01	0	0	6.087098e-01	7.115526e-02	MYL5;PIK3R3;PIK3R2;RAPGEF3
KEGG_2021_Human	Insulin signaling pathway	5/137	8.900736e-01	9.999955e-01	0	0	6.338948e-01	7.381779e-02	PDPK1;PPP1R3E;INPPL1;PIK3R3;PIK3R2
KEGG_2021_Human	Various types of N-glycan biosynthesis	1/39	8.956561e-01	9.999955e-01	0	0	4.410236e-01	4.860025e-02	MAN1C1
KEGG_2021_Human	Acute myeloid leukemia	2/67	8.971587e-01	9.999955e-01	0	0	5.153778e-01	5.593007e-02	PIK3R3;PIK3R2
KEGG_2021_Human	Nicotine addiction	1/40	9.015368e-01	9.999955e-01	0	0	4.296925e-01	4.453952e-02	GRIN1
KEGG_2021_Human	IL-17 signaling pathway	3/94	9.046880e-01	9.999955e-01	0	0	5.519187e-01	5.528304e-02	JUND;TRAF5;IKBKE
KEGG_2021_Human	Ferroptosis	1/41	9.070864e-01	9.999955e-01	0	0	4.189279e-01	4.085285e-02	ALOX15
KEGG_2021_Human	Staphylococcus aureus infection	3/95	9.084660e-01	9.999955e-01	0	0	5.458905e-01	5.240430e-02	CFD;KRT33A;MASP1
KEGG_2021_Human	Coronavirus disease	9/232	9.102285e-01	9.999955e-01	0	0	6.745263e-01	6.344564e-02	CFD;NRP1;ACE;C7;RPL23;PIK3R3;PIK3R2;MASP1;IKBKE
KEGG_2021_Human	Tight junction	6/169	9.188095e-01	9.999955e-01	0	0	6.155364e-01	5.212143e-02	NEDD4;ERBB2;AMOTL2;RAPGEF6;CGNL1;LLGL2
KEGG_2021_Human	mRNA surveillance pathway	3/98	9.189987e-01	9.999955e-01	0	0	5.285674e-01	4.464837e-02	UPF3B;PPP2R3B;SMG6
KEGG_2021_Human	Amyotrophic lateral sclerosis	15/364	9.203363e-01	9.999955e-01	0	0	7.173391e-01	5.955075e-02	PRKN;DNAH3;DAXX;DNAI2;APAF1;DNAH7;DNAH14;EIF2AK3;WIPI1;AMBRA1;GRIN1;FIG4;KLC3;BCL2;ATF6
KEGG_2021_Human	Vasopressin-regulated water reabsorption	1/44	9.219292e-01	9.999955e-01	0	0	3.896383e-01	3.167247e-02	CREB3L4
KEGG_2021_Human	Kaposi sarcoma-associated herpesvirus infection	7/193	9.223119e-01	9.999955e-01	0	0	6.291140e-01	5.087757e-02	PREX1;NFATC3;PIK3R3;EP300;PIK3R2;JAK2;IKBKE
KEGG_2021_Human	Protein processing in endoplasmic reticulum	6/171	9.238809e-01	9.999955e-01	0	0	6.080104e-01	4.813744e-02	PRKN;SEC24B;EIF2AK3;BCL2;MAN1C1;ATF6
KEGG_2021_Human	PPAR signaling pathway	2/74	9.257768e-01	9.999955e-01	0	0	4.650984e-01	3.586936e-02	PDPK1;OLR1
KEGG_2021_Human	Glycosphingolipid biosynthesis	1/45	9.263303e-01	9.999955e-01	0	0	3.807627e-01	2.913766e-02	ST3GAL4
KEGG_2021_Human	Huntington disease	12/306	9.299173e-01	9.999955e-01	0	0	6.814090e-01	4.951088e-02	DNAH3;KLC3;DNAI2;APAF1;DNAH7;CREB3L4;DNAH14;EP300;WIPI1;POLR2G;AMBRA1;GRIN1
KEGG_2021_Human	Pathways of neurodegeneration	20/475	9.322660e-01	9.999955e-01	0	0	7.327333e-01	5.139179e-02	APC2;PRKN;DNAH3;RYR2;DAXX;DNAI2;APAF1;DNAH7;WNT7B;DNAH14;FZD6;EIF2AK3;WIPI1;AMBRA1;GRIN1;FIG4;KLC3;BCL2;MAPT;ATF6
KEGG_2021_Human	Gastric acid secretion	2/76	9.324586e-01	9.999955e-01	0	0	4.524801e-01	3.164219e-02	MYLK3;SLC9A1
KEGG_2021_Human	Pertussis	2/76	9.324586e-01	9.999955e-01	0	0	4.524801e-01	3.164219e-02	SFTPA2;SFTPA1
KEGG_2021_Human	Other types of O-glycan biosynthesis	1/47	9.344026e-01	9.999955e-01	0	0	3.641691e-01	2.470810e-02	GALNT8
KEGG_2021_Human	Pyruvate metabolism	1/47	9.344026e-01	9.999955e-01	0	0	3.641691e-01	2.470810e-02	LDHD
KEGG_2021_Human	Bacterial invasion of epithelial cells	2/77	9.355820e-01	9.999955e-01	0	0	4.464233e-01	2.972578e-02	PIK3R3;PIK3R2
KEGG_2021_Human	Leishmaniasis	2/77	9.355820e-01	9.999955e-01	0	0	4.464233e-01	2.972578e-02	IFNGR2;JAK2
KEGG_2021_Human	Oocyte meiosis	4/129	9.366389e-01	9.999955e-01	0	0	5.352364e-01	3.503522e-02	CDC20;AR;BUB1;IGF1R
KEGG_2021_Human	Relaxin signaling pathway	4/129	9.366389e-01	9.999955e-01	0	0	5.352364e-01	3.503522e-02	CREB3L4;COL4A3;PIK3R3;PIK3R2
KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism	1/48	9.381011e-01	9.999955e-01	0	0	3.564019e-01	2.277323e-02	CYB5R2
KEGG_2021_Human	Valine, leucine and isoleucine degradation	1/48	9.381011e-01	9.999955e-01	0	0	3.564019e-01	2.277323e-02	AGXT2
KEGG_2021_Human	Sphingolipid metabolism	1/49	9.415911e-01	9.999955e-01	0	0	3.489583e-01	2.100176e-02	SMPD3
KEGG_2021_Human	Glucagon signaling pathway	3/107	9.442942e-01	9.999955e-01	0	0	4.825946e-01	2.766114e-02	CRTC2;CREB3L4;EP300
KEGG_2021_Human	Hepatitis C	5/157	9.447748e-01	9.999955e-01	0	0	5.499001e-01	3.123908e-02	APAF1;EIF2AK3;PIK3R3;PIK3R2;IKBKE
KEGG_2021_Human	Malaria	1/50	9.448846e-01	9.999955e-01	0	0	3.418186e-01	1.937855e-02	THBS1
KEGG_2021_Human	N-Glycan biosynthesis	1/50	9.448846e-01	9.999955e-01	0	0	3.418186e-01	1.937855e-02	MAN1C1
KEGG_2021_Human	Ribosome biogenesis in eukaryotes	3/108	9.465992e-01	9.999955e-01	0	0	4.779730e-01	2.623092e-02	EMG1;NOB1;NMD3
KEGG_2021_Human	Neuroactive ligand-receptor interaction	13/341	9.502811e-01	9.999955e-01	0	0	6.610562e-01	3.371219e-02	OXTR;PRSS1;GABBR1;CHRNA2;CHRNA5;GRID1;LPAR2;GRIN1;P2RX6;P2RX5;GRM8;LEPR;TSPO
KEGG_2021_Human	Autoimmune thyroid disease	1/53	9.536928e-01	9.999955e-01	0	0	3.220469e-01	1.526943e-02	CD80
KEGG_2021_Human	Alcoholism	6/186	9.538092e-01	9.999955e-01	0	0	5.568960e-01	2.633651e-02	NTRK2;TH;CREB3L4;CAMK4;HDAC9;GRIN1
KEGG_2021_Human	RNA transport	6/186	9.538092e-01	9.999955e-01	0	0	5.568960e-01	2.633651e-02	NUP42;GEMIN4;GEMIN5;UPF3B;NMD3;SNUPN
KEGG_2021_Human	Fluid shear stress and atherosclerosis	4/139	9.569590e-01	9.999955e-01	0	0	4.953249e-01	2.179170e-02	BCL2;PIK3R3;PIK3R2;ACVR2A
KEGG_2021_Human	Alzheimer disease	14/369	9.577230e-01	9.999955e-01	0	0	6.573953e-01	2.839729e-02	APC2;APAF1;WNT7B;FZD6;EIF2AK3;PIK3R3;PIK3R2;WIPI1;AMBRA1;GRIN1;KLC3;MAPT;APBB1;ATF6
KEGG_2021_Human	Taste transduction	2/86	9.581416e-01	9.999955e-01	0	0	3.984014e-01	1.703553e-02	GABBR1;SCN9A
KEGG_2021_Human	Legionellosis	1/57	9.632888e-01	9.999955e-01	0	0	2.989800e-01	1.118246e-02	APAF1
KEGG_2021_Human	Bile secretion	2/90	9.655307e-01	9.999955e-01	0	0	3.802113e-01	1.333683e-02	SLC4A5;SLC9A1
KEGG_2021_Human	Pathogenic Escherichia coli infection	6/197	9.684957e-01	9.999955e-01	0	0	5.245147e-01	1.679036e-02	SEC24B;BAIAP2L1;LPAR2;TNFRSF10B;MYO1H;CYTH1
KEGG_2021_Human	Long-term depression	1/60	9.691575e-01	9.999955e-01	0	0	2.837324e-01	8.888796e-03	IGF1R
KEGG_2021_Human	Viral myocarditis	1/60	9.691575e-01	9.999955e-01	0	0	2.837324e-01	8.888796e-03	CD80
KEGG_2021_Human	Rheumatoid arthritis	2/93	9.702316e-01	9.999955e-01	0	0	3.676181e-01	1.110959e-02	CD80;TNFRSF11A
KEGG_2021_Human	Salivary secretion	2/93	9.702316e-01	9.999955e-01	0	0	3.676181e-01	1.110959e-02	LPO;SLC9A1
KEGG_2021_Human	Spliceosome	4/150	9.722514e-01	9.999955e-01	0	0	4.577371e-01	1.288114e-02	XAB2;PRPF38A;CDC40;U2AF1L4
KEGG_2021_Human	Parkinson disease	8/249	9.725693e-01	9.999955e-01	0	0	5.537655e-01	1.540243e-02	PRKN;DAXX;KLC3;TH;APAF1;EIF2AK3;MAPT;ATF6
KEGG_2021_Human	Salmonella infection	8/249	9.725693e-01	9.999955e-01	0	0	5.537655e-01	1.540243e-02	MYL5;KLC3;BCL2;PLEKHM1;TNFRSF10B;PIK3C2G;RILP;CYTH1
KEGG_2021_Human	Prion disease	9/273	9.730566e-01	9.999955e-01	0	0	5.685178e-01	1.552794e-02	RYR2;KLC3;C7;APAF1;CREB3L4;EIF2AK3;PIK3R3;PIK3R2;GRIN1
KEGG_2021_Human	Cytosolic DNA-sensing pathway	1/63	9.740888e-01	9.999955e-01	0	0	2.699604e-01	7.087232e-03	IKBKE
KEGG_2021_Human	Non-alcoholic fatty liver disease	4/155	9.773675e-01	9.999955e-01	0	0	4.424621e-01	1.012910e-02	LEPR;EIF2AK3;PIK3R3;PIK3R2
KEGG_2021_Human	Dopaminergic synapse	3/132	9.812750e-01	9.999955e-01	0	0	3.885503e-01	7.344590e-03	TH;CREB3L4;PPP2R3B
KEGG_2021_Human	Renin secretion	1/69	9.817133e-01	9.999955e-01	0	0	2.460619e-01	4.541319e-03	ACE
KEGG_2021_Human	RIG-I-like receptor signaling pathway	1/70	9.827453e-01	9.999955e-01	0	0	2.424829e-01	4.220482e-03	IKBKE
KEGG_2021_Human	Yersinia infection	3/137	9.850544e-01	9.999955e-01	0	0	3.739524e-01	5.631120e-03	NFATC3;PIK3R3;PIK3R2
KEGG_2021_Human	Chemokine signaling pathway	5/192	9.852265e-01	9.999955e-01	0	0	4.461421e-01	6.640242e-03	GRK1;PREX1;PIK3R3;PIK3R2;JAK2
KEGG_2021_Human	Drug metabolism	2/108	9.858530e-01	9.999955e-01	0	0	3.153447e-01	4.493047e-03	CYP2C8;DPYS
KEGG_2021_Human	Cytokine-cytokine receptor interaction	9/295	9.867545e-01	9.999955e-01	0	0	5.241654e-01	6.989209e-03	EDAR;IL15RA;ACVR1C;IL23R;IFNGR2;LEPR;TNFRSF10B;TNFRSF11A;ACVR2A
KEGG_2021_Human	Synaptic vesicle cycle	1/78	9.891598e-01	9.999955e-01	0	0	2.171974e-01	2.367309e-03	RIMS1
KEGG_2021_Human	RNA degradation	1/79	9.897718e-01	9.999955e-01	0	0	2.144014e-01	2.204224e-03	CNOT10
KEGG_2021_Human	Diabetic cardiomyopathy	5/203	9.904730e-01	9.999955e-01	0	0	4.211084e-01	4.031153e-03	RYR2;ACE;PIK3R3;PIK3R2;PDK2
KEGG_2021_Human	GnRH signaling pathway	1/93	9.954671e-01	9.999955e-01	0	0	1.816397e-01	8.252337e-04	PLD1
KEGG_2021_Human	Human cytomegalovirus infection	5/225	9.961493e-01	9.999955e-01	0	0	3.785511e-01	1.460517e-03	CREB3L4;TRAF5;NFATC3;PIK3R3;PIK3R2
KEGG_2021_Human	Systemic lupus erythematosus	2/135	9.964231e-01	9.999955e-01	0	0	2.509658e-01	8.992911e-04	C7;CD80
KEGG_2021_Human	Viral protein interaction with cytokine and cytokine receptor	1/100	9.969826e-01	9.999955e-01	0	0	1.687336e-01	5.099116e-04	TNFRSF10B
KEGG_2021_Human	Thermogenesis	5/232	9.971339e-01	9.999955e-01	0	0	3.667401e-01	1.052615e-03	ADCY10;CREB3L4;NDUFAF4;DPF1;COX10
KEGG_2021_Human	Neutrophil extracellular trap formation	3/189	9.987094e-01	9.999955e-01	0	0	2.686591e-01	3.469458e-04	PIK3R3;PIK3R2;HDAC9
KEGG_2021_Human	Oxidative phosphorylation	1/133	9.995559e-01	9.999955e-01	0	0	1.263278e-01	5.610861e-05	COX10
KEGG_2021_Human	Retrograde endocannabinoid signaling	1/148	9.998130e-01	9.999955e-01	0	0	1.133464e-01	2.119764e-05	RIMS1
KEGG_2021_Human	Ribosome	1/158	9.998942e-01	9.999955e-01	0	0	1.060702e-01	1.121903e-05	RPL23
KEGG_2021_Human	Olfactory transduction	2/440	9.999955e-01	9.999955e-01	0	0	7.496635e-02	3.353188e-07	PDE2A;SLC8A1
